lake,parameter,source_file,sampling_timestamp,sample_timestamp,measurement_value,measurement_value_raw,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,vanadium_total_recoverable
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,7.84,7.84,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.1,,,7.84
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1.0,2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,2,,,2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.604,0.604,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,,,,0.604
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1.48,1.48,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000008,,,1.48
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.92,0.92,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000006,,,0.92
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.475,0.475,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000003,,,0.475
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.061,0.061,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.000004,,,0.061
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1.17,1.17,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00005,,,1.17
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,0.82,0.82,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00008,,,0.82
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,21.9,21.9,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.01,,,21.9
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,26.4,26.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107356,,0.5,,,26.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,21.0,21,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.03,,,21
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,1540.0,1540,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.0002,,,1540
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-07-10 12:00:00,2014-07-10 11:00:00,20.1,20.1,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107356,,0.00013,,,20.1
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,7.19,7.19,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00001,,,7.19
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.25,0.25,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00002,,,0.25
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.0597,0.0597,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.001,,,0.0597
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.0072,0.0072,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.001,,,0.0072
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,8.22,8.22,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.1,,,8.22
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,1.0,2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,2,,,2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.474,0.474,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,,,,0.474
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,2.65,2.65,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000008,,,2.65
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.755,0.755,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000006,,,0.755
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,1.17,1.17,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000003,,,1.17
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.04,0.04,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.000004,,,0.04
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,2.05,2.05,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00005,,,2.05
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,0.73,0.73,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00008,,,0.73
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,33.8,33.8,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.01,,,33.8
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,39.7,39.7,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107362,,0.5,,,39.7
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,33.6,33.6,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.03,,,33.6
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,3500.0,3500,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.0002,,,3500
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2014-09-07 12:00:00,2014-09-07 11:00:00,19.4,19.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107362,,0.00013,,,19.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.59,0.59,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00001,,,0.59
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.14,0.14,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00002,,,0.14
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.0381,0.0381,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.001,,,0.0381
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.0214,0.0214,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,567,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.001,,,0.0214
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,7.74,7.74,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,,389,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.1,,,7.74
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,1.0,2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,2,,,2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.634,0.634,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,301,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,,,,0.634
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.805,0.805,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000008,,,0.805
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.648,0.648,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000006,,,0.648
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.094,0.094,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000003,,,0.094
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.011,0.011,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.000004,,,0.011
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.68,0.68,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00005,,,0.68
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,0.45,0.45,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00008,,,0.45
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,31.0,31,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.01,,,31
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,33.0,33,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107359,,0.5,,,33
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,29.0,29,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.03,,,29
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,259.0,259,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.0002,,,259
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2015-03-02 12:00:00,2015-03-02 12:00:00,4.79,4.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107359,,0.00013,,,4.79
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.58,0.58,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00001,,,0.58
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.18,0.18,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00002,,,0.18
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,4.5,4.5,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.1,,,4.5
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.041,0.041,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.003,,,0.041
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.024,0.024,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,443,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.003,,,0.024
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,7.79,7.79,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,,389,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,,,,7.79
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,1.0,2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,<,mg/l,331,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,2,,,2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,1.2,1.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,301,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.055,,,1.2
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.605,0.605,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000008,,,0.605
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.598,0.598,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000006,,,0.598
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.1,0.1,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000003,,,0.1
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.046,0.046,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.000004,,,0.046
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.56,0.56,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00005,,,0.56
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,0.55,0.55,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.00008,,,0.55
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,50.4,50.4,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.01,,,50.4
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,59.0,59,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112660,,0.3,,,59
gregoire_river,vanadium_total_recoverable,GREGOIRE RIVER.csv,2016-03-10 12:00:00,2016-03-10 12:00:00,50.2,50.2,GREGOIRE RIVER,(LOWER) APPROX 2KM UPSTREAM CONFLUENCE WITH CHRIST,,,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112660,,0.03,,,50.2
